projid,projecttitle,projectrdc,projectpi,authors,outputtitle,outputbiblio,outputyear,doi,abstract,source_file,projectstatus,projectyearstarted,projectyearended,outputtype,outputstatus,outputvenue,outputmonth,outputvolume,outputnumber,outputpages
,Research note: The 2001 census and christian identification in Britain,,David Voas,David Voas; Steve Bruce,Research note: The 2001 census and christian identification in Britain,census; identification; britain,2004.0,10.1080/1353790032000165087,"Abstract Results from the 2001 population census suggest that nearly 72% of people in England and Wales may be identified as Christian. This figure is substantially higher than the proportion found by the British Social Attitudes survey and other national studies. Comparing the census with sample surveys and examining different parts of the UK raises two interesting questions. Why does the census produce a higher figure than recurrent surveys for nominal Christian identification? Why, when church attendance is higher in Scotland than in England and Wales, does the census show a higher proportion of nominal identifiers in the latter? It is argued that the answer to both questions is the same: anxiety about national identity. While the census results might be taken to mean that there are more Christians than expected, such an interpretation is probably mistaken.",group6.csv,Unknown,,,Unknown,Published,,,,,
,TESTING FOR TEMPORALLY DIFFERENTIATED RELATIONSHIPS AMONG POTENTIALLY CRIMINOGENIC PLACES AND CENSUS BLOCK STREET ROBBERY COUNTS,Philadelphia,Cory P. Haberman,Cory P. Haberman; Jerry H. Ratcliffe,TESTING FOR TEMPORALLY DIFFERENTIATED RELATIONSHIPS AMONG POTENTIALLY CRIMINOGENIC PLACES AND CENSUS BLOCK STREET ROBBERY COUNTS,testing; for; temporally; differentiated; relationships; among; potentially; criminogenic; places; and; census; block; street; robbery; counts,2015.0,10.1111/1745-9125.12076,"This study examined street robbery patterns in Philadelphia, Pennsylvania, from the years 2009 to 2011 to determine whether the effects of potentially criminogenic places are different across different periods of the day. Census block (N = 13,164) street robbery counts across four periods (6:45 a.m . to 9:59 a.m., 10:00 a.m . to 4:29 p.m ., 4:30 p.m . to 9:14 p.m ., and 9:15 p.m. to 6:44 a.m. ) were modeled with 12 different potentially criminogenic places, 3 measures of illicit markets, 4 compositional control variables, and spatially lagged versions of the 12 potentially criminogenic places and population using simultaneously estimated negative binomial regression models. Differences in the magnitudes of the parameter estimates across the time periods were assessed with Wald tests. Overall, the patterns across the four models were mostly consistent with the effects hypothesized based on the study's crime pattern theory and time‐geography theoretical frame; yet differences in the magnitudes of the coefficients were less pronounced than hypothesized. Overall, the results provide moderate support for the crime pattern theory and time‐geography explanation of spatial‐temporal robbery patterns; however, numerous points are raised for future crime and place research.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Race/ethnicity and the 2000 census: recommendations for African American and other black populations in the United States,,David R. Williams,David R. Williams; James S. Jackson,Race/ethnicity and the 2000 census: recommendations for African American and other black populations in the United States,race; ethnicity; census; recommendations; populations; united; states,2000.0,10.2105/ajph.90.11.1728,"This commentary considers the implications of the assessment of racial/ethnic status for monitoring the health of African Americans and other Black populations in the United States. It argues that because racial disparities in health and other social indicators persist undiminished, the continued assessment of race is essential. However, efforts must be made to ensure that racial data are of the highest quality. This will require uniform assessment of racial status that includes identifiers for subgroups of the Black population. Research also indicates that the health of multiracial persons varies by maternal race. Thus, efforts to monitor multiracial status should assess the race of both parents. More attention should also be given to analysis and interpretation of racial data and to the collection of additional data that capture characteristics linked to race (such as socioeconomic factors and racism) that may adversely affect health.",group6.csv,Unknown,,,Unknown,Published,,,,,
,The theta‐logistic is unreliable for modelling most census data,,Francis E. Clark,Francis E. Clark; Barry W. Brook; Steven Delean; H. Reşi̇t Akçakaya; Corey J. A. Bradshaw,The theta‐logistic is unreliable for modelling most census data,theta; census,2010.0,10.1111/j.2041-210x.2010.00029.x,"Summary 1. The theta‐logistic is a simple and flexible model for describing how the growth rate of a population slows as abundance increases. Starting at r m (taken as the maximum population growth rate), the growth response decreases in a convex or concave way (according to the shape parameter θ) to zero when the population reaches carrying capacity. 2. We demonstrate that fitting this model to census data is not robust and explain why. The parameters θ and r m are able to play‐off against each other (providing a constant product), thus allowing both to adopt extreme and ecologically implausible values. 3. We use simulated data to examine: (i) a population fluctuating around a constant carrying capacity ( K ); (ii) recovery of a population from 10% of carrying capacity; and (iii) a population subject to variation in K . We show that estimates of extinction risk depending on this or similar models are therefore prone to imprecision. We refute the claim that concave growth responses are shown to dominate in nature. 4. As the model can also be sensitive to temporal variation in carrying capacity, we argue that the assumption of a constant carrying capacity is both problematic and presents a fruitful direction for the development of phenomenological density‐feedback models.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Ecological census techniques: A handbook,,Charles J. Kerbs,Charles J. Kerbs,Ecological census techniques: A handbook,census; handbook,1997.0,10.1016/s0169-5347(97)82688-2,,group6.csv,Unknown,,,Unknown,Published,,,,,
,China's New Demographic Reality: Learning from the 2010 Census,,Yong Cai,Yong Cai,China's New Demographic Reality: Learning from the 2010 Census,china; new; demographic; reality; learning; census,2013.0,10.1111/j.1728-4457.2013.00608.x,"China conducted its sixth modern census in 2010, recording a total of 1.34 billion people. This article presents an overview of the early census results. The data are of reasonable quality but contain some apparent defects where adjustments may be required. The census confirms that China has entered the era of demographic modernity and depicts the vast transformation of the country's rural‐urban distribution. Life expectancy has risen by 3–4 years in the decade since the last census, while fertility remains well below replacement—probably as low as 1.5 births per woman—and the sex ratio at birth is still significantly elevated. Low fertility and falling old‐age mortality are leading to continued and rapid population aging. Several coastal provinces grew by as much as 40 percent in the last decade, while a number of inland provinces have recorded population decline. China has reached an overall urban proportion of 50 percent.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Census of the Vascular Plants of Western Australia,,Robert Ornduff,Robert Ornduff; J. W. Green,Census of the Vascular Plants of Western Australia,census; plants; australia,1987.0,10.2307/1221473,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Web-scale table census and classification,,Eric Crestan,Eric Crestan; Patrick Pantel,Web-scale table census and classification,web; scale; table; census; classification,2011.0,10.1145/1935826.1935904,"We report on a census of the types of HTML tables on the Web according to a fine-grained classification taxonomy describing the semantics that they express. For each relational table type, we describe open challenges for extracting from them semantic triples, i.e., knowledge. We also present TabEx, a supervised framework for web-scale HTML table classification and apply it to the task of classifying HTML tables into our taxonomy. We show empirical evidence, through a large-scale experimental analysis over a crawl of the Web, that classification accuracy significantly outperforms several baselines. We present a detailed feature analysis and outline the most salient features for each table type.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Background Ionizing Radiation and the Risk of Childhood Cancer: A Census-Based Nationwide Cohort Study,,Ben D. Spycher,Ben D. Spycher; Judith E. Lupatsch; Marcel Zwahlen; Martin Röösli; Felix Niggli; Michael Grotzer; Johannes Rischewski; Matthias Egger; Claudia E. Kuehni,Background Ionizing Radiation and the Risk of Childhood Cancer: A Census-Based Nationwide Cohort Study,ionizing; radiation; risk; childhood; cancer; a; census; nationwide; cohort,2015.0,10.1289/ehp.1408548,"BackgroundExposure to medium or high doses of ionizing radiation is a known risk factor for cancer in children. The extent to which low-dose radiation from natural sources contributes to the risk of childhood cancer remains unclear.ObjectivesIn a nationwide census-based cohort study, we investigated whether the incidence of childhood cancer was associated with background radiation from terrestrial gamma and cosmic rays.MethodsChildren &lt; 16 years of age in the Swiss National Censuses in 1990 and 2000 were included. The follow-up period lasted until 2008, and incident cancer cases were identified from the Swiss Childhood Cancer Registry. A radiation model was used to predict dose rates from terrestrial and cosmic radiation at locations of residence. Cox regression models were used to assess associations between cancer risk and dose rates and cumulative dose since birth.ResultsAmong 2,093,660 children included at census, 1,782 incident cases of cancer were identified including 530 with leukemia, 328 with lymphoma, and 423 with a tumor of the central nervous system (CNS). Hazard ratios for each millisievert increase in cumulative dose of external radiation were 1.03 (95% CI: 1.01, 1.05) for any cancer, 1.04 (95% CI: 1.00, 1.08) for leukemia, 1.01 (95% CI: 0.96, 1.05) for lymphoma, and 1.04 (95% CI: 1.00, 1.08) for CNS tumors. Adjustment for a range of potential confounders had little effect on the results.ConclusionsOur study suggests that background radiation may contribute to the risk of cancer in children, including leukemia and CNS tumors.CitationSpycher BD, Lupatsch JE, Zwahlen M, Röösli M, Niggli F, Grotzer MA, Rischewski J, Egger M, Kuehni CE, for the Swiss Pediatric Oncology Group and the Swiss National Cohort. 2015. Background ionizing radiation and the risk of childhood cancer: a census-based nationwide cohort study. Environ Health Perspect 123:622–628; http://dx.doi.org/10.1289/ehp.1408548",group6.csv,Unknown,,,Unknown,Published,,,,,
,A stellar census in globular clusters with MUSE: The contribution of rotation to cluster dynamics studied with 200 000 stars,,Sebastian Kamann,Sebastian Kamann; Tim-Oliver Husser; S. Dreizler; Éric Emsellem; Peter M. Weilbacher; Sven Martens; Roland Bacon; Mark den Brok; Benjamin Giesers; Davor Krajnović; Martin M. Roth; Martin Wendt; L. Wisotzki,A stellar census in globular clusters with MUSE: The contribution of rotation to cluster dynamics studied with 200 000 stars,census; clusters; muse; contribution; rotation; dynamics; stars,2017.0,10.1093/mnras/stx2719,"This is the first of a series of papers presenting the results from our survey of 25 Galactic globular clusters with the MUSE integral-field spectrograph. In combination with our dedicated algorithm for source deblending, MUSE provides unique multiplex capabilities in crowded stellar fields and allows us to acquire samples of up to 20 000 stars within the half-light radius of each cluster. The present paper focuses on the analysis of the internal dynamics of 22 out of the 25 clusters, using about 500 000 spectra of 200 000 individual stars. Thanks to the large stellar samples per cluster, we are able to perform a detailed analysis of the central rotation and dispersion fields using both radial profiles and two-dimensional maps. The velocity dispersion profiles we derive show a good general agreement with existing radial velocity studies but typically reach closer to the cluster centres. By comparison with proper motion data we derive or update the dynamical distance estimates to 14 clusters. Compared to previous dynamical distance estimates for 47 Tuc, our value is in much better agreement with other methods. We further find significant (>3sigma) rotation in the majority (13/22) of our clusters. Our analysis seems to confirm earlier findings of a link between rotation and the ellipticities of globular clusters. In addition, we find a correlation between the strengths of internal rotation and the relaxation times of the clusters, suggesting that the central rotation fields are relics of the cluster formation that are gradually dissipated via two-body relaxation.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Overestimating Fish Counts by Non-Instantaneous Visual Censuses: Consequences for Population and Community Descriptions,,Christine A. Ward‐Paige,Christine A. Ward‐Paige; Joanna Mills Flemming; Heike K. Lotze,Overestimating Fish Counts by Non-Instantaneous Visual Censuses: Consequences for Population and Community Descriptions,counts; non; instantaneous; visual; censuses; consequences; population; community; descriptions,2010.0,10.1371/journal.pone.0011722,"Background Increasingly, underwater visual censuses (UVC) are used to assess fish populations. Several studies have demonstrated the effectiveness of protected areas for increasing fish abundance or provided insight into the natural abundance and structure of reef fish communities in remote areas. Recently, high apex predator densities (>100,000 individuals·km−2) and biomasses (>4 tonnes·ha−1) have been reported for some remote islands suggesting the occurrence of inverted trophic biomass pyramids. However, few studies have critically evaluated the methods used for sampling conspicuous and highly mobile fish such as sharks. Ideally, UVC are done instantaneously, however, researchers often count animals that enter the survey area after the survey has started, thus performing non-instantaneous UVC. Methodology/Principal Findings We developed a simulation model to evaluate counts obtained by divers deploying non-instantaneous belt-transect and stationary-point-count techniques. We assessed how fish speed and survey procedure (visibility, diver speed, survey time and dimensions) affect observed fish counts. Results indicate that the bias caused by fish speed alone is huge, while survey procedures had varying effects. Because the fastest fishes tend to be the largest, the bias would have significant implications on their biomass contribution. Therefore, caution is needed when describing abundance, biomass, and community structure based on non-instantaneous UVC, especially for highly mobile species such as sharks. Conclusions/Significance Based on our results, we urge that published literature state explicitly whether instantaneous counts were made and that survey procedures be accounted for when non-instantaneous counts are used. Using published density and biomass values of communities that include sharks we explore the effect of this bias and suggest that further investigation may be needed to determine pristine shark abundances and the existence of inverted biomass pyramids. Because such studies are used to make important management and conservation decisions, incorrect estimates of animal abundance and biomass have serious and significant implications.",group6.csv,Unknown,,,Unknown,Published,,,,,
,"Leopard Seal census, Heard Island 1987/88",,Registry-Migration.Gbif.Org,Registry-Migration.Gbif.Org,"Leopard Seal census, Heard Island 1987/88",leopard; seal; heard; island,2021.0,10.15468/1x0dtf,During the 5-1/2 months on the island most of the beaches were surveyed regularly for seals (3 species) and fishing debris. Leopard Sea surveys were made daily in the first three months for the Four Bays. In the last three months they were continued on a daily basis for Atlas Cove and Corinthlan Bay and once every three days for South West Bay.,group6.csv,Unknown,,,Unknown,Published,,,,,
,"Surveying Migrant Households: A Comparison of Census-Based, Snowball and Intercept Point Surveys",,David McKenzie,David McKenzie; Johan A. Mistiaen,"Surveying Migrant Households: A Comparison of Census-Based, Snowball and Intercept Point Surveys",migrant; households; a; census; snowball; intercept; point; surveys,2009.0,10.1111/j.1467-985x.2009.00584.x,"Summary Few representative surveys of households of migrants exist, limiting our ability to study the effects of international migration on sending families. We report the results of an experiment that was designed to compare the performance of three alternative survey methods in collecting data from Japanese–Brazilian families, many of whom send migrants to Japan. The three surveys that were conducted were households selected randomly from a door-to-door listing using the Brazilian census to select census blocks, a snowball survey using Nikkei community groups to select the seeds and an intercept point survey that was collected at Nikkei community gatherings, ethnic grocery stores, sports clubs and other locations where family members of migrants are likely to congregate. We analyse how closely well-designed snowball and intercept point surveys can approach the much more expensive census-based method in terms of giving information on the characteristics of migrants, the level of remittances received and the incidence and determinants of return migration.",group6.csv,Unknown,,,Unknown,Published,,,,,
,The Use and Misuse of Census Data for the Historical Analysis of Family Structure,,Lutz Berkner,Lutz Berkner; Peter Laslett; Richard Wall,The Use and Misuse of Census Data for the Historical Analysis of Family Structure,misuse; census; historical; family,1975.0,10.2307/202867,,group6.csv,Unknown,,,Unknown,Published,,,,,
,What is your race?: the census and our flawed efforts to classify Americans,,Kenneth Prewitt,Kenneth Prewitt,What is your race?: the census and our flawed efforts to classify Americans,race; census; efforts; americans,2013.0,10.5860/choice.51-2964,"List of Figures and Tables ix Preface xi Part I What Are Statistical Races? Chapter 1 Introduction and Overview 3 Chapter 2 Classification before Counting: The Statistical Races 14 Part II Policy, Statistics, and Science Join Forces Chapter 3 The Compromise That Made the Republic and the Nation's First Statistical Race 31 Chapter 4 Race Science Captures the Prize, the U.S. Census 45 Chapter 5 How Many White Races Are There? 61 Part III When You Have a Hammer, Everything Looks Like a Nail Chapter 6 Racial Justice Finds a Policy Tool 83 Chapter 7 When You Have a Hammer: Statistical Races Misused 105 Part IV The Statistical Races under Pressure, and a Fresh Rationale Chapter 8 Pressures Mount 129 Chapter 9 The Problem of the Twenty-first Century Is the Problem of the Color Line as It Intersects the Nativity Line 151 Part V What We Have Is Not What We Need Chapter 10 Where Are We Exactly? 171 Chapter 11 Getting from Where We Are to Where We Need to Be 183 Appendix: Perspectives from Abroad--Brazil, France, Israel 209 Notes 221 Bibliography 251 Index 263",group6.csv,Unknown,,,Unknown,Published,,,,,
,Developing Official Stochastic Population Forecasts at the US Census Bureau,,John F. Long,John F. Long; Frederick W. Hollmann,Developing Official Stochastic Population Forecasts at the US Census Bureau,official; stochastic; population; forecasts; us; census; bureau,2004.0,10.1111/j.1751-5823.2004.tb00233.x,"Summary The U.S. Census Bureau is approaching a critical decision regarding a major facet of its methodology for forecasting the United States population. In the past, it has relied on alternative scenarios, low, medium, and high, to reflect varying interpretations of current trends in fertility, mortality, and international migration to forecast population. This approach has limitations that have been noted in the recent literature on population forecasting. Census Bureau researchers are embarking on an attempt to incorporate probabilistic reasoning to forecast prediction intervals around point forecasts to future dates. The current literature offers a choice of approaches to this problem. We are opting to employ formal time series modeling of parameters of fertility, mortality, and international migration, with stochastic renewal processes. The endeavor is complicated by the administrative necessity to produce a large amount of racial and Hispanic origin detail in the population, as well as the ubiquitous cross‐categories of age and sex. As official population forecasts must meet user demand, we are faced with the added challenge of presenting and supporting the resulting product in a way that is comprehensible to users, many of whom have little or no comprehension of the technical forecasting literature, and are accustomed to simple, deterministic answers. We may well find a need to modify our strategy, depending on the realities that may emerge from the limitations of data, the administrative requirements of the product, and the diverse needs of our user community.",group6.csv,Unknown,,,Unknown,Published,,,,,
,A Chronological Census of Renaissance Editions and Translations of Galen,,Richard J. Durling,Richard J. Durling,A Chronological Census of Renaissance Editions and Translations of Galen,chronological; census; renaissance; editions; translations; galen,1961.0,10.2307/750797,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Hand Posture Classification and Recognition using the Modified Census Transform,,Agnès Just,Agnès Just; Y. Rodriguez; Sébastien Marcel,Hand Posture Classification and Recognition using the Modified Census Transform,hand; posture; classification; recognition; modified; census; transform,2006.0,10.1109/fgr.2006.62,"Developing new techniques for human-computer interaction is very challenging. Vision-based techniques have the advantage of being unobtrusive and hands are a natural device that can be used for more intuitive interfaces. But in order to use hands for interaction, it is necessary to be able to recognize them in images. In this paper, we propose to apply to the hand posture classification and recognition tasks an approach that has been successfully used for face detection (B. Froba and A. Ernst, 2004). The features are based on the modified census transform and are illumination invariant. For the classification and recognition processes, a simple linear classifier is trained, using a set of feature lookup-tables. The database used for the experiments is a benchmark database in the field of posture recognition. Two protocols have been defined. We provide results following these two protocols for both the classification and recognition tasks. Results are very encouraging",group6.csv,Unknown,,,Unknown,Published,,,,,
,A radio Census of binary supermassive black holes,,Sarah Burke-Spolaor,Sarah Burke-Spolaor,A radio Census of binary supermassive black holes,radio; census; holes,2010.0,10.1111/j.1365-2966.2010.17586.x,"Using archival Very Long Baseline Interferometry (VLBI) data for 3114 radio-luminous active galactic nuclei, we searched for binary supermassive black holes using a radio spectral index mapping technique which targets spatially resolved, double radio-emitting nuclei. Only one source was detected as a double nucleus. This result is compared with a cosmological merger rate model and interpreted in terms of (1) implications for post-merger time-scales for centralization of the two black holes, (2) implications for the possibility of 'stalled' systems and (3) the relationship of radio activity in nuclei to mergers. Our analysis suggests that binary pair evolution of supermassive black holes (both of masses ≥108 M⊙) spends less than 500 Myr in progression from the merging of galactic stellar cores to within the purported stalling radius for supermassive black hole pairs. The data show no evidence for an excess of stalled binary systems at small separations. We see circumstantial evidence that the relative state of radio emission between paired supermassive black holes is correlated within orbital separations of 2.5 kpc.",group6.csv,Unknown,,,Unknown,Published,,,,,
,"Black Population Surpasses 34 Million, Census Bureau Reports",,,,"Black Population Surpasses 34 Million, Census Bureau Reports",black; population; surpasses; million; census; bureau; reports,1998.0,10.1037/e669002007-001,,group6.csv,Unknown,,,Unknown,Published,,,,,
,"Chronic dialysis in Brazil - report of the Brazilian Dialysis Census, 2011",,Ricardo Sesso,Ricardo Sesso; António Alberto Lopes; Fernando Saldanha Thomé; Jocemir Ronaldo Lugon; Yoshimi Watanabe; Daniel Rinaldi dos Santos,"Chronic dialysis in Brazil - report of the Brazilian Dialysis Census, 2011",dialysis; brazil; report; census,2012.0,10.5935/0101-2800.20120009,"INTRODUÇÃO: Dados nacionais sobre diálise crônica são fundamentais para o planejamento do tratamento. OBJETIVO: Descrever resultados do censo de diálise da Sociedade Brasileira de Nefrologia referentes a 2011 e tendências observadas de 2000 a 2011. MÉTODOS: Levantamento utilizando questionário preenchido ""on-line"" pelas unidades de diálise do Brasil usando julho de 2011 como referência para estimativas. Do total de 643 unidades com programa dialítico crônico, 353 (54,9%) responderam. RESULTADOS: O número estimado de pacientes em diálise no Brasil em 2011 foi 91.314 (42.629 em 2000, 92.091 em 2010). Para aproximadamente 85% dos pacientes, o tratamento foi pago com recursos do SUS. As estimativas de prevalência e incidência para 2011 foram de 475 e 149 pacientes em diálise por milhão da população, respectivamente. Entre prevalentes, 90,6% estavam em hemodiálise, 31,5% tinham idade > 65 anos, 28% eram diabéticos, e 35,5% (n=32.454) estavam em fila de espera para transplante. Para 2011, o número estimado de pacientes iniciando diálise foi 28.680 (18.972 em 2010) e a taxa anual de mortalidade 19,9% (17,9% para 2010). CONCLUSÕES: Os dados indicam aumento pronunciado da população em diálise no Brasil ao longo dos anos, com tendência a estabilização nos dois últimos anos. As razões para aumento da incidência e mortalidade em 2011 merecem investigação. É grande o número estimado de pacientes em fila de espera para transplante renal. O censo fornece um quadro da situação e tendências da diálise no Brasil, sendo, portanto, útil para orientar alocação de recursos e intervenções que melhorarem a qualidade do tratamento.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Precision and accuracy of visual census technique for fish assemblages on coral patch reefs,,Peter F. Sale,Peter F. Sale; William A. Douglas,Precision and accuracy of visual census technique for fish assemblages on coral patch reefs,precision; accuracy; census; technique; assemblages; patch; reefs,1981.0,10.1007/bf00005761,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Algorithm and Architecture of Disparity Estimation With Mini-Census Adaptive Support Weight,,Nelson Yen-Chung Chang,Nelson Yen-Chung Chang; Tsung-Hsien Tsai; Bo-Hsiung Hsu; Yi-Chun Chen; Tian‐Sheuan Chang,Algorithm and Architecture of Disparity Estimation With Mini-Census Adaptive Support Weight,algorithm; architecture; disparity; mini; census; adaptive; support; weight,2010.0,10.1109/tcsvt.2010.2045814,"High-performance real-time stereo vision system is crucial to various stereo vision applications, such as robotics, autonomous vehicles, multiview video coding, freeview TV, and 3-D video conferencing. In this paper, we proposed a high-performance hardware-friendly disparity estimation algorithm called mini-census adaptive support weight (MCADSW) and also proposed its corresponding real-time very large scale integration (VLSI) architecture. To make the proposed MCADSW algorithm hardware-friendly, we proposed simplification techniques such as using mini-census, removing proximity weight, using YUV color representation, using Manhattan color distance, and using scaled-and-truncate weight approximation. After applied these simplifications, the MCADSW algorithm was not only hardware-friendly, but was also 1.63 times faster. In the corresponding real-time VLSI architecture, we proposed partial column reuse and access reduction with expanded window to significantly reduce the bandwidth requirement. The proposed architecture was implemented using United Microelectronics Corporation (UMC) 90 nm complementary metal-oxide-semiconductor technology and can achieve a disparity estimation frame rate of 42 frames/s for common intermediate format size images when clocked at 95 MHz. The synthesized gate-count and memory size is 563 k and 21.3 kB, respectively.",group6.csv,Unknown,,,Unknown,Published,,,,,
,An Annotated Census of Copernicus' De revolutionibus,,Owen Gingerich,Owen Gingerich,An Annotated Census of Copernicus' De revolutionibus,annotated; census; copernicus; de; revolutionibus,2002.0,10.1163/9789004502611,"The Annotated Census lists and describes - on the basis of direct examination - all of the 560 located copies of the first and second editions of Copernicus' De revolutionibus orbium coelestium that survive in North America, Europe, Asia, and Australia, as well as several copies of known provenance destroyed, stolen or otherwise lost in modern times. The entry for each copy lists its present location and describes particulars of its binding, size, and any shelf marks. A short history is given of the provenance of each copy, wherever possible with identification of owners and dates of ownership. Marginalia and interlinear notes are also indicated together with transcription and translation of the more important ones. The content of the more significant notes is discussed (with reference to the modern literature), analyses that sometimes develop into substantial essays. Numerous plates show examples of the handwriting of the major annotators. Appendices list the other works bound with De revolutionibus, and prices at auction going back to the 18th century. The density and quality of the data provided about the copies make this a fascinating reference work not only for scholars interested in the history of astronomy but especially for all those interested in printing in the early modern period. The census will also provide an almost inexhaustible mine of information concerning the spread of ideas, scholarly networks, book collecting, and library development from the 17th to 20th centuries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,A census of subject pool characteristics and policies.,,Joan E. Sieber,Joan E. Sieber; Michael J. Saks,A census of subject pool characteristics and policies.,census; pool; characteristics; policies,1989.0,10.1037/0003-066x.44.7.1053,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Imputing Missing Values in the US Census Bureau's County Business Patterns,,Fabian Eckert,Fabian Eckert; Teresa Fort; Peter K. Schott; Natalie Yang,Imputing Missing Values in the US Census Bureau's County Business Patterns,values; us; census; bureau; county; business; patterns,2020.0,10.3386/w26632,"The County Business Patterns data published by the US Census Bureau track employment by county and industry from 1946 to the present.Two features of the data limit their usefulness to researchers: (1) employment for the majority of county-industry cells is suppressed to protect confidentiality, and (2) industry classifications change over time.We address both issues.First, we develop a linear programming method that exploits the large set of adding-up constraints implicit in the hierarchical arrangement of the data to impute missing employment.Second, we provide concordances to map all data to a consistent set of industry codes.Finally, we construct a user-friendly, 1975 to 2016 county-level panel that classifies industries according to a consistent set of 2012 NAICS codes in all years.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Southern Giant Petrel census data within the Australian Antarctic Territory,,Registry-Migration.Gbif.Org,Registry-Migration.Gbif.Org,Southern Giant Petrel census data within the Australian Antarctic Territory,southern; giant; petrel; census; antarctic; territory,2022.0,10.15468/brmylu,Historic field reports and other primary literature were re-examined and intrepreted into a consistent format for an analysis of the Southern Giant Petrel Macronetes giganteus census data within the Australian Antarctic Territory. Population data has been forwarded to Agreement on the Conservation of Albatrosses and Petrels (ACAP) for their species assessments.,group6.csv,Unknown,,,Unknown,Published,,,,,
,Energy poverty and solid fuels use in rural China: Analysis based on national population census,,Xin Tang,Xin Tang; Hua Liao,Energy poverty and solid fuels use in rural China: Analysis based on national population census,energy; poverty; fuels; china; population; census,2014.0,10.1016/j.esd.2014.08.006,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Accuracy and Precision of Aerial Moose Censusing,USC,Robert E. LeResche,Robert E. LeResche; Robert Rausch,Accuracy and Precision of Aerial Moose Censusing,accuracy; precision; aerial; moose; censusing,1974.0,10.2307/3800722,"Forty-nine observers flew 72 replicate counts over four fenced 1-square-mile (2.6 km'2) moose (Alces alces) enclosures. Under the most ideal conditions, experienced observers flying 15 minutes over each square mile in PA-18-150 aircraft saw only 68 percent of the moose present. Inexperienced observers saw 43 percent. Accuracy of counts was significantly affected by observer experience and currency, by number of observers, by snow conditions, by habitat and terrain, and by time of day. Moose density did not affect accuracy of counts at densities of seven or more per square mile. Counts were relatively precise within individual experienced observers (C.V. = 7-18 percent) and within some experience-current groups (C.V. = 8.5-9.9 percent). Experienced observers without current experience were both imprecise (C.V. = 24 percent) and inaccurate (46 percent). Aerial counts are not considered valid estimates of absolute moose numbers, but may be used as trend indicators in carefully controlled situations. J. WILDL. MANAGE. 38(2):175-182 Aerial censusing is presently the only practical way to estimate moose numbers in most of North America (Rausch and Bratlie 1965, Rausch and Bishop 1968, Bishop 1969, Bergerud and Manuel 1969). Determination of the extent to which such methods underestimate numbers has remained a problem when absolute numbers are sought. Benson (1966), Goddard (1966), and Bergerud (1968) have reviewed aerial censusing techniques and have suggested that substantial errors are inherent in most. Caughley and Goddard (1972) have suggested statistical methods for estimating these errors. Siniff and Skoog's (1964) random stratified, quadrat sampling method, modified for moose by Evans et al. (1966), made population estimations more plausible, but these techniques were still predicated on knowing what proportion of animals flown over were actually observed. More recently Mantle (1972) in Ontario and Jordan on Isle Royale (Personal communication) have xperimented with aggregate-related counting methods and new flight-path techniques. Many people participated and assisted in this study. We thank all counters and pilots involved. Special thanks go to A. Anderson of Andy's Flying Service, Inc. (Kenai) for his skillful piloting and other assistance, to R. A. Richey of the Kenai National Moose Range, and to J. L. Davis and L. Nichols, Alaska Department of Fish and Game. J. L. Oldemeyer, A. W. Franzmann, D. E. McKnight, and R. H. Bishop read the manuscript and offered helpful suggestions. J. L. Oldemeyer and S. J. Harbo offered statistical assistance during study design and analysis.",group6.csv,Unknown,,,Unknown,Published,,,,,
,"Graphical Display and Interpretation of Antelope Census Data in African Wildlife Areas, Using Correspondence Analysis",,Michael Greenacre,Michael Greenacre; Elisabeth S. Vrba,"Graphical Display and Interpretation of Antelope Census Data in African Wildlife Areas, Using Correspondence Analysis",display; interpretation; antelope; census; african; wildlife; areas; using; correspondence,1984.0,10.2307/1938070,"Census data are represented on 17 antelope genera, constituting 9 tribes, in 16 sub—Saharan African wildlife areas. A multidimensional graphical technique, correspondence analysis, is described and then used to represent the genera, or tribes, and the wildlife areas in a joint planar display. The interpretation of these displays is discussed in the light of supplementary ecological information available for each wildlife area. In the displays of the present analysis gross vegetational physiogonomy, that is height and spacing of the cover, emerges as the most important influence on the grouping of ecosystems, antelope tribes, and ecosystems with tribes.",group6.csv,Unknown,,,Unknown,Published,,,,,
,‘To define the indefinable’: population classification and the census in South Africa,,Christopher Amato,Christopher Amato,‘To define the indefinable’: population classification and the census in South Africa,population; classification; census; south; africa,2002.0,10.1111/1475-4762.00097,"The population of many countries, including South Africa, has been classified into discrete groups from colonial times until the present day, for purposes of census enumeration. A reading of the census results requires an understanding of the subtleties and shifts of the classification system, which were frequently related to a definition of legal and political rights, including place of residence. The national census has tended to reinforce the groups it was initially meant only to observe.",group6.csv,Unknown,,,Unknown,Published,,,,,
